Date,Area,District,Inbound,Outbound,Outbound_non
2020-10-29,Capital Metro,Baltimore,95.63,46.09,8.53
2020-10-29,Capital Metro,Capital,94.93,36.26,87.25
2020-10-29,Capital Metro,Greater S Carolina,77.48,62.22,24.12
2020-10-29,Capital Metro,Greensboro,89.14,88.93,78.99
2020-10-29,Capital Metro,Mid- Carolinas,84.35,14.83,86.12
2020-10-29,Capital Metro,Norther Virginia,95.12,19.33,82.52
2020-10-29,Capital Metro,Richmond,93.69,83.33,18.45
2020-10-29,Nation,NA,95.01,94.67,75.61
2020-10-29,Eastern,Appalachian,89.5,79.17,69.77
2020-10-29,Eastern,Central Pennsylvani a,69.17,46.15,22.03
2020-10-29,Eastern,Kentuckiana,83.51,22.06,77.55
2020-10-29,Eastern,Norther Ohio,86.1,86.57,0.71
2020-10-29,Eastern,Ohio Valley,95.49,95.44,86.71
2020-10-29,Eastern,Philadelphia Metropo,90.92,99.19,0.03
2020-10-29,Eastern,South Jersey,95.44,99.71,0.12
2020-10-29,Eastern,Tennessee,96.43,23.7,62.38
2020-10-29,Eastern,Western New York,96.68,66.67,99.11
2020-10-29,Eastern,Western Pennsylvani a,97.25,99.41,96.77
2020-10-29,Great Lakes,Central Illinois,96.83,98.92,79.02
2020-10-29,Great Lakes,Chicago,95.26,80,85.81
2020-10-29,Great Lakes,Detroit,76.23,95.79,99.83
2020-10-29,Great Lakes,Gateway,93.2,60.45,61.9
2020-10-29,Great Lakes,Greater Indiana,83.22,75.41,83.92
2020-10-29,Great Lakes,Greater Michigan,89.15,97.64,27.43
2020-10-29,Great Lakes,Lakeland,93.71,90.16,94.13
2020-10-29,Northeast,Albany,96.89,78.57,84.02
2020-10-29,Northeast,Caribbean,99.78,NA,80
2020-10-29,Northeast,Connecticut Valley,95.49,42.55,64.03
2020-10-29,Northeast,Greater Boston,92.46,22.61,52.06
2020-10-29,Northeast,Long Island,96.99,95.65,60.18
2020-10-29,Northeast,New York,97.08,79.41,87.59
2020-10-29,Northeast,Northern New England,80.7,64.71,26.33
2020-10-29,Northeast,Northern New Jersey,97.54,86.3,49.37
2020-10-29,Nation,NA,95.01,94.67,75.61
2020-10-29,Northeast,Triboro,92.35,92,96.05
2020-10-29,Northeast,Westchester,95.92,82.61,96.66
2020-10-29,Pacific,Bay-Valley,98.46,59.46,99.39
2020-10-29,Pacific,Honolulu,91.47,64.52,95.74
2020-10-29,Pacific,Los Angeles,98.35,54.35,61.72
2020-10-29,Pacific,Sacramento,98.56,97,93.14
2020-10-29,Pacific,San Diego,99.32,98.5,25.14
2020-10-29,Pacific,San Francisco,98.87,65.79,98.89
2020-10-29,Pacific,Santa Ana,98.58,99.22,53.52
2020-10-29,Pacific,Sierra Coastal,98.56,35,90.66
2020-10-29,Southern,Alabama,88.99,66.67,6.55
2020-10-29,Southern,Arkansas,97.68,85.71,83.33
2020-10-29,Southern,Dallas,95.32,55.17,35.25
2020-10-29,Southern,Ft. Worth,94.37,99.34,95.87
2020-10-29,Southern,Gulf Atlantic,95.8,33.33,93.69
2020-10-29,Southern,Houston,96.32,84.62,31.78
2020-10-29,Southern,Louisiana,92.65,90,93.87
2020-10-29,Southern,Mississippi,93.22,80,23.88
2020-10-29,Southern,Oklahoma,80.27,75,86.19
2020-10-29,Southern,Rio Grande,94.17,90.48,63.22
2020-10-29,Southern,South Florida,96.09,56.67,97
2020-10-29,Southern,Suncoast,97.94,25.9,76.36
2020-10-29,Western,Alaska,83.11,80,99.8
2020-10-29,Western,Arizona,98.43,88.14,38.46
2020-10-29,Western,Central Plains,93.88,29.82,56
2020-10-29,Western,Colorado/W yoming,69.9,53.73,69.18
2020-10-29,Western,Dakotas,97.53,35.48,96.27
2020-10-29,Western,Hawkeye,97.65,60,31.53
2020-10-29,Western,Mid- Americas,95.05,68.42,16.37
2020-10-29,Western,Nevada Sierra,98.15,25.64,99.08
2020-10-29,Western,Northland,84.11,45.45,52.51
2020-10-29,Western,Portland,97.46,28.38,84.28
2020-10-29,Western,Salt Lake City,97.61,98.54,94.83
2020-10-29,Western,Seattle,98.12,11.82,86.89
2020-10-29,Nation,NA,95.01,94.67,75.61
2020-10-30,Capital Metro,Atlanta,78.22,3.42,60.33
2020-10-30,Capital Metro,Baltimore,90.83,2.43,10.24
2020-10-30,Capital Metro,Capital,92.51,23.26,91.36
2020-10-30,Capital Metro,Greater S Carolina,81.95,17.72,51.86
2020-10-30,Capital Metro,Greensboro,80.82,0.83,88.16
2020-10-30,Capital Metro,Mid- Carolinas,77.29,15.38,34.31
2020-10-30,Capital Metro,Norther Virginia,91.76,88.24,94.48
2020-10-30,Capital Metro,Richmond,90.87,88.89,78.81
2020-10-30,Eastern,Appalachian,89.77,21.05,96.49
2020-10-30,Eastern,Central Pennsylvani a,64.05,0.85,26.36
2020-10-30,Eastern,Kentuckiana,72.45,66.67,68.92
2020-10-30,Eastern,Norther Ohio,94.97,16.48,19.67
2020-10-30,Eastern,Ohio Valley,93.75,27.81,77.35
2020-10-30,Eastern,Philadelphia Metropo,86.91,98.88,13.18
2020-10-30,Eastern,South Jersey,92.51,35.27,39.18
2020-10-30,Eastern,Tennessee,91.45,79.03,74.07
2020-10-30,Eastern,Western New York,97.07,100,37.04
2020-10-30,Eastern,Western Pennsylvani a,90.8,99.22,98.68
2020-10-30,Great Lakes,Central Illinois,88.44,73.7,39.11
2020-10-30,Great Lakes,Chicago,91.44,85.71,69.01
2020-10-30,Great Lakes,Detroit,77.04,77.97,9.27
2020-10-30,Great Lakes,Gateway,89.97,93.26,41.56
2020-10-30,Great Lakes,Greater Indiana,60.8,20.97,93.08
2020-10-30,Great Lakes,Greater Michigan,86.04,97.28,71.95
2020-10-30,Great Lakes,Lakeland,86.66,73.68,77.09
2020-10-30,Northeast,Albany,95.96,88,25.09
2020-10-30,Northeast,Caribbean,98.7,85.71,99.12
2020-10-29,Nation,NA,95.01,94.67,75.61
2020-10-30,Northeast,Connecticut Valley,91.28,85,70.93
2020-10-30,Northeast,Greater Boston,93.53,78.57,99.31
2020-10-30,Northeast,Long Island,94.47,100,42.24
2020-10-30,Northeast,New York,93.84,94.59,99.06
2020-10-30,Northeast,Northern New England,72.98,44,96.9
2020-10-30,Northeast,Northern New Jersey,97.37,95.65,99.46
2020-10-30,Northeast,Triboro,89.62,70.37,96.75
2020-10-30,Northeast,Westchester,95.45,78.57,93.24
2020-10-30,Pacific,Bay-Valley,98.29,90.54,97.01
2020-10-30,Pacific,Honolulu,92.32,94.74,96.55
2020-10-30,Pacific,Los Angeles,98.69,93,47.16
2020-10-30,Pacific,Sacramento,98.26,31.58,86.96
2020-10-30,Pacific,San Diego,97.99,99.17,93.7
2020-10-30,Pacific,San Francisco,96.32,97.14,98.01
2020-10-30,Pacific,Santa Ana,98.73,98.32,65.41
2020-10-30,Pacific,Sierra Coastal,97.97,42.62,86.91
2020-10-30,Southern,Alabama,75.03,18.75,87.44
2020-10-30,Southern,Arkansas,92.39,85.71,99.04
2020-10-30,Southern,Dallas,89.14,87.5,81.75
2020-10-30,Southern,Ft. Worth,80,77.27,99.83
2020-10-30,Southern,Gulf Atlantic,85.21,34.62,55.61
2020-10-30,Southern,Houston,86.61,35.56,84.21
2020-10-30,Southern,Louisiana,83.98,70,33.48
2020-10-30,Southern,Mississippi,72.94,66.67,82.42
2020-10-30,Southern,Oklahoma,63.33,90.63,97.85
2020-10-30,Southern,Rio Grande,81.57,84.38,90.56
2020-10-30,Southern,South Florida,88.41,60,95.04
2020-10-30,Southern,Suncoast,93.73,89.98,72.5
2020-10-30,Western,Alaska,90.88,38.46,76.68
2020-10-30,Western,Arizona,91.66,89.84,99.24
2020-10-30,Western,Central Plains,93.7,70.27,86.18
2020-10-29,Nation,NA,95.01,94.67,75.61
2020-10-30,Western,Colorado/W yoming,58.78,92.35,13.62
2020-10-30,Western,Dakotas,94.27,84,90.96
2020-10-30,Western,Hawkeye,95.09,96.15,86.19
2020-10-30,Western,Mid- Americas,90.59,94.92,63.13
2020-10-30,Western,Nevada Sierra,97.77,32.33,91.06
2020-10-30,Western,Northland,93.06,37.84,80.16
2020-10-30,Western,Portland,95.45,78.95,80.43
2020-10-30,Western,Salt Lake City,98.62,85.85,92.55
2020-10-30,Western,Seattle,94.61,34.39,98.76
2020-10-31,Capital Metro,Atlanta,57.17,0.79,45.24
2020-10-31,Capital Metro,Baltimore,89.05,5.88,71.1
2020-10-31,Capital Metro,Capital,91.69,40.74,87.47
2020-10-31,Capital Metro,Greater S Carolina,76.72,25,46.86
2020-10-31,Capital Metro,Greensboro,77.9,0.55,84.67
2020-10-31,Capital Metro,Mid- Carolinas,75.81,56.25,45.02
2020-10-31,Capital Metro,Norther Virginia,76.55,57.14,82.89
2020-10-31,Capital Metro,Richmond,84.73,6.9,95.06
2020-10-31,Eastern,Appalachian,82.44,81.82,81.1
2020-10-31,Eastern,Central Pennsylvani a,52.36,3.16,13.01
2020-10-31,Eastern,Kentuckiana,66.92,66.67,96.97
2020-10-31,Eastern,Norther Ohio,92.42,6.45,57.67
2020-10-31,Eastern,Ohio Valley,94.33,61.29,96.08
2020-10-31,Eastern,Philadelphia Metropo,77.39,49.28,6.48
2020-10-31,Eastern,South Jersey,92.26,98.23,12.49
2020-10-31,Eastern,Tennessee,84.16,26.67,97.22
2020-10-31,Eastern,Western New York,92.97,100,27.06
2020-10-31,Eastern,Western Pennsylvani a,90.98,97.16,95.24
2020-10-29,Nation,NA,95.01,94.67,75.61
2020-10-31,Great Lakes,Central Illinois,89.96,0,86.52
2020-10-31,Great Lakes,Chicago,88.32,95,89.34
2020-10-31,Great Lakes,Detroit,78.01,67.11,2.26
2020-10-31,Great Lakes,Gateway,87.17,11.11,98.08
2020-10-31,Great Lakes,Greater Indiana,53.9,76.32,89.7
2020-10-31,Great Lakes,Greater Michigan,68.61,77.75,81.9
2020-10-31,Great Lakes,Lakeland,73.43,71.43,73
2020-10-31,Northeast,Albany,94.96,6.1,91.07
2020-10-31,Northeast,Caribbean,97.95,NA,93.33
2020-10-31,Northeast,Connecticut Valley,92.04,63.64,53.18
2020-10-31,Northeast,Greater Boston,90.89,35,76.88
2020-10-31,Northeast,Long Island,97.13,1.92,31.97
2020-10-31,Northeast,New York,90.95,61.54,96.35
2020-10-31,Northeast,Northern New England,61.61,6.25,76.18
2020-10-31,Northeast,Northern New Jersey,94.23,13.77,98.82
2020-10-31,Northeast,Triboro,87.63,69.57,97.33
2020-10-31,Northeast,Westchester,94.62,21.43,91.8
2020-10-31,Pacific,Bay-Valley,97.85,68.75,96.42
2020-10-31,Pacific,Honolulu,85,95.65,70.32
2020-10-31,Pacific,Los Angeles,98.37,64.29,19.87
2020-10-31,Pacific,Sacramento,97.07,18.42,67.2
2020-10-31,Pacific,San Diego,98.1,98.41,79.94
2020-10-31,Pacific,San Francisco,96.02,85.71,98.51
2020-10-31,Pacific,Santa Ana,98.89,99.56,63.81
2020-10-31,Pacific,Sierra Coastal,97.52,37.5,11.09
2020-10-31,Southern,Alabama,62.56,5.43,86.06
2020-10-31,Southern,Arkansas,85.58,33.33,98.44
2020-10-31,Southern,Dallas,86.9,6.82,49.25
2020-10-31,Southern,Ft. Worth,85.35,62.07,50.53
2020-10-31,Southern,Gulf Atlantic,83.13,50,31.78
2020-10-29,Nation,NA,95.01,94.67,75.61
2020-10-31,Southern,Houston,79.96,3.45,61.89
2020-10-31,Southern,Louisiana,56.97,14.29,71.34
2020-10-31,Southern,Mississippi,60,0,98.02
2020-10-31,Southern,Oklahoma,70.73,13.64,98.94
2020-10-31,Southern,Rio Grande,82.74,60,65.28
2020-10-31,Southern,South Florida,84.32,66.67,92.43
2020-10-31,Southern,Suncoast,92.45,15.53,75.55
2020-10-31,Western,Alaska,91.72,0,90.95
2020-10-31,Western,Arizona,88.97,63.9,88.61
2020-10-31,Western,Central Plains,88.6,31.58,90.36
2020-10-31,Western,Colorado/W yoming,37.73,11.07,8.34
2020-10-31,Western,Dakotas,87.88,57.14,77.61
2020-10-31,Western,Hawkeye,94.19,75,76.22
2020-10-31,Western,Mid- Americas,79.23,33.33,89.64
2020-10-31,Western,Nevada Sierra,94.58,27.59,95.53
2020-10-31,Western,Northland,74.56,12.5,79.25
2020-10-31,Western,Portland,92.2,20.69,84.8
2020-10-31,Western,Salt Lake City,94.6,19.42,76.57
2020-10-31,Western,Seattle,94.65,12.71,77.46
2020-11-02,Capital Metro,Atlanta,60.87,10.38,51.73
2020-11-02,Capital Metro,Baltimore,85.2,1.9,28.2
2020-11-02,Capital Metro,Capital,90.33,6.38,95.23
2020-11-02,Capital Metro,Greater S Carolina,79.99,41.3,58.41
2020-11-02,Capital Metro,Greensboro,70.9,6.3,88.06
2020-11-02,Capital Metro,Mid- Carolinas,74.16,33.33,91.04
2020-11-02,Capital Metro,Norther Virginia,93.15,24,94.32
2020-11-02,Capital Metro,Richmond,89.64,22.22,77.52
2020-11-02,Eastern,Appalachian,73.17,20,86.81
2020-11-02,Eastern,Central Pennsylvani a,69.09,96.93,41.7
2020-11-02,Eastern,Kentuckiana,69.28,25.93,68.06
2020-11-02,Eastern,Norther Ohio,88.22,86.51,42.8
2020-10-29,Nation,NA,95.01,94.67,75.61
2020-11-02,Eastern,Ohio Valley,93.36,3.92,74.93
2020-11-02,Eastern,Philadelphia Metropo,79.23,5.54,47.7
2020-11-02,Eastern,South Jersey,89.18,97.44,56.7
2020-11-02,Eastern,Tennessee,87.96,18.7,83.32
2020-11-02,Eastern,Western New York,94.92,43.75,78.96
2020-11-02,Eastern,Western Pennsylvani a,91.66,33.94,97.66
2020-11-02,Great Lakes,Central Illinois,91.35,0,27.6
2020-11-02,Great Lakes,Chicago,70.39,19.05,99.41
2020-11-02,Great Lakes,Detroit,77.51,2.26,55.49
2020-11-02,Great Lakes,Gateway,82.85,14.81,72.89
2020-11-02,Great Lakes,Greater Indiana,66.34,40.48,72.22
2020-11-02,Great Lakes,Greater Michigan,86.8,2.17,55.18
2020-11-02,Great Lakes,Lakeland,80.66,0.91,24.01
2020-11-02,Northeast,Albany,95.07,18.6,92.97
2020-11-02,Northeast,Caribbean,96.34,0.71,96.84
2020-11-02,Northeast,Connecticut Valley,93.12,62.5,94.76
2020-11-02,Northeast,Greater Boston,90.55,62.07,81.92
2020-11-02,Northeast,Long Island,95.08,54.55,87.89
2020-11-02,Northeast,New York,96.22,13.02,88.25
2020-11-02,Northeast,Northern New England,72.44,9.26,64.76
2020-11-02,Northeast,Northern New Jersey,96.04,98.07,98.56
2020-11-02,Northeast,Triboro,86.1,21.21,90.24
2020-11-02,Northeast,Westchester,91.12,8,93.45
2020-11-02,Pacific,Bay-Valley,95.32,20.45,99.15
2020-11-02,Pacific,Honolulu,75.97,16.67,95.84
2020-11-02,Pacific,Los Angeles,96.94,42.86,29.99
2020-11-02,Pacific,Sacramento,92.85,12,99.07
2020-10-29,Nation,NA,95.01,94.67,75.61
2020-11-02,Pacific,San Diego,97.75,9.89,99.75
2020-11-02,Pacific,San Francisco,96.16,37.93,97.6
2020-11-02,Pacific,Santa Ana,98.59,42.27,99.63
2020-11-02,Pacific,Sierra Coastal,96.85,7.69,93.31
2020-11-02,Southern,Alabama,68.66,0.21,48.5
2020-11-02,Southern,Arkansas,87.15,16.67,95.15
2020-11-02,Southern,Dallas,90.71,25,38.76
2020-11-02,Southern,Ft. Worth,82.31,75,71.94
2020-11-02,Southern,Gulf Atlantic,78.61,31.58,54.43
2020-11-02,Southern,Houston,80.67,0,40.97
2020-11-02,Southern,Louisiana,70.4,20.69,66.27
2020-11-02,Southern,Mississippi,80.67,3.85,90.02
2020-11-02,Southern,Oklahoma,82.31,54.55,84.66
2020-11-02,Southern,Rio Grande,82.18,47.83,92.98
2020-11-02,Southern,South Florida,73.43,15.44,69.85
2020-11-02,Southern,Suncoast,90.02,26.7,96.11
2020-11-02,Western,Alaska,79.59,66.67,2.84
2020-11-02,Western,Arizona,82.24,13.88,90.26
2020-11-02,Western,Central Plains,86.14,0,97.76
2020-11-02,Western,Colorado/W yoming,53.15,2.43,43.02
2020-11-02,Western,Dakotas,90.06,40,94.88
2020-11-02,Western,Hawkeye,94.34,57.14,71.57
2020-11-02,Western,Mid- Americas,81.52,0.62,91.24
2020-11-02,Western,Nevada Sierra,96.99,5.56,80.91
2020-11-02,Western,Northland,86.89,9.52,83.47
2020-11-02,Western,Portland,93.67,9.41,69.24
2020-11-02,Western,Salt Lake City,96.46,4.17,66.41
2020-11-02,Western,Seattle,94.88,10.65,85.68
2020-11-03,Capital Metro,Atlanta,82.17,0,16.13
2020-11-03,Capital Metro,Baltimore,90.64,0,1.81
2020-11-03,Capital Metro,Capital,91.1,0,1.89
2020-11-03,Capital Metro,Greater S Carolina,71.96,8.33,13.2
2020-11-03,Capital Metro,Greensboro,72.92,0,69.98
2020-11-03,Capital Metro,Mid- Carolinas,80.01,0,90.01
2020-10-29,Nation,NA,95.01,94.67,75.61
2020-11-03,Capital Metro,Norther Virginia,93.14,0,70.45
2020-11-03,Capital Metro,Richmond,85.76,25,10.09
2020-11-03,Eastern,Appalachian,42.79,0,3.46
2020-11-03,Eastern,Central Pennsylvani a,61.26,0,2.67
2020-11-03,Eastern,Kentuckiana,62.98,0,43.22
2020-11-03,Eastern,Norther Ohio,92.53,0,3.13
2020-11-03,Eastern,Ohio Valley,94.89,0,24.75
2020-11-03,Eastern,Philadelphia Metropo,66.83,0,2.77
2020-11-03,Eastern,South Jersey,96.6,75,3.19
2020-11-03,Eastern,Tennessee,82,0,81.36
2020-11-03,Eastern,Western New York,92.59,NA,6.19
2020-11-03,Eastern,Western Pennsylvani a,90.92,0,39.19
2020-11-03,Great Lakes,Central Illinois,93.3,0,29.38
2020-11-03,Great Lakes,Chicago,63.63,0,99.17
2020-11-03,Great Lakes,Detroit,78.86,0,2.27
2020-11-03,Great Lakes,Gateway,68.03,0,80.79
2020-11-03,Great Lakes,Greater Indiana,70.79,80,11.31
2020-11-03,Great Lakes,Greater Michigan,84.01,0,5.94
2020-11-03,Great Lakes,Lakeland,76.18,NA,46.54
2020-11-03,Northeast,Albany,91.31,NA,13.25
2020-11-03,Northeast,Caribbean,98.63,NA,23.53
2020-11-03,Northeast,Connecticut Valley,93.15,NA,68.42
2020-11-03,Northeast,Greater Boston,94.39,0,21.01
2020-11-03,Northeast,Long Island,97.3,NA,27.78
2020-11-03,Northeast,New York,95.39,NA,100
2020-11-03,Northeast,Northern New England,74.47,NA,17.13
2020-10-29,Nation,NA,95.01,94.67,75.61
2020-11-03,Northeast,Northern New Jersey,93.22,16.44,71.43
2020-11-03,Northeast,Triboro,91.35,NA,74
2020-11-03,Northeast,Westchester,91.89,NA,76
2020-11-03,Pacific,Bay-Valley,96.45,NA,23.08
2020-11-03,Pacific,Honolulu,94.38,NA,75
2020-11-03,Pacific,Los Angeles,98.62,NA,12.53
2020-11-03,Pacific,Sacramento,98.38,0,9.54
2020-11-03,Pacific,San Diego,99.26,0,25.75
2020-11-03,Pacific,San Francisco,99,NA,97.57
2020-11-03,Pacific,Santa Ana,98.08,75,70.02
2020-11-03,Pacific,Sierra Coastal,99.08,NA,2.78
2020-11-03,Southern,Alabama,71.95,0,5.8
2020-11-03,Southern,Arkansas,77.84,NA,77.42
2020-11-03,Southern,Dallas,88.54,0,14.66
2020-11-03,Southern,Ft. Worth,87.63,0,18.18
2020-11-03,Southern,Gulf Atlantic,83.02,5.88,5.07
2020-11-03,Southern,Houston,84.47,0,7.45
2020-11-03,Southern,Louisiana,77.68,0,3.29
2020-11-03,Southern,Mississippi,85.02,0,11.04
2020-11-03,Southern,Oklahoma,75.85,NA,76.47
2020-11-03,Southern,Rio Grande,85.62,0,22.36
2020-11-03,Southern,South Florida,85.12,50,0.36
2020-11-03,Southern,Suncoast,85.43,27.27,55.79
2020-11-03,Western,Alaska,87.47,NA,39.06
2020-11-03,Western,Arizona,91.77,0,44.82
2020-11-03,Western,Central Plains,92.15,NA,69.64
2020-11-03,Western,Colorado/W yoming,55.59,11.54,83.56
2020-11-03,Western,Dakotas,77.95,NA,17.56
2020-11-03,Western,Hawkeye,92.29,NA,3.75
2020-11-03,Western,Mid- Americas,87.38,11.11,17.74
2020-11-03,Western,Nevada Sierra,99.12,NA,75
2020-11-03,Western,Northland,53.93,NA,83.97
2020-11-03,Western,Portland,96.52,0,58.14
